review_id,aspect,sentiment,score,rating,sample_text
R3MBD5Q2WUVN8Z,appearance,positive,1.0,5,beautiful and sharp
R19DJAHC9ALHEV,durability,negative,-1.0,4,really solid set of knives - the shears didnt last too long though
R9H8T339189EW,sharpness,positive,1.0,5,sharpness adequate
R9H8T339189EW,rust,positive,1.0,5, no rust
R2HH0UIY2330VP,quality,negative,-1.0,1, not good quality
R2HH0UIY2330VP,appearance,negative,-1.0,1, they are pretty
R3AAMDIRBC94IG,sharpness,neutral,0.0,3, the knives are sharp and the knife covers are helpful for storage
R1Y8S549WDYLSF,sharpness,positive,1.0,5,very very sharp
R2CDH88NI1AH7A,sharpness,negative,-1.0,2,you definitely get what you pay for these knifes are not scratch poor at all they do scratch over ti
RWB6X493N4F9U,appearance,negative,-1.0,1,its looks good but very hard to clean inside
R20K1N8Z8N3DGN,rust,negative,-1.0,1,they got rusted after two weeks of usage
R35HUXCZA5MA0O,durability,negative,-1.0,3,it came broke on a corner of the stand
R1U47ZAIW0OJH2,sharpness,negative,-1.0,1,i am missing two items from this 20 pc set; the peeler and cutting guard
R36IE7H62LDMNG,value,negative,-1.0,1,great knife set especially the price i paid for it
R6NFV3U2ZHTN5,sharpness,negative,-1.0,1, unfortunately the black coating started flaking off pretty quickly and chips off on the items i’m c
R6NFV3U2ZHTN5,durability,negative,-1.0,1, unfortunately the black coating started flaking off pretty quickly and chips off on the items i’m c
R6NFV3U2ZHTN5,appearance,negative,-1.0,1,"i bought this set due to how nice they looked, i loved the sleek black"
R17P17BY1N43YL,sharpness,positive,1.0,5,really good knife very sharp and easy to angle in the kitchen will definitely purchase again
RJQHNWFSK28PG,sharpness,negative,-1.0,2, my main knife blade has already broken at the handle base
RJQHNWFSK28PG,quality,negative,-1.0,2,"nice price, but the set is not that great in quality"
RJQHNWFSK28PG,durability,negative,-1.0,2, they also are not very sturdy
RJQHNWFSK28PG,handle,negative,-1.0,2, my main knife blade has already broken at the handle base
RJQHNWFSK28PG,rust,negative,-1.0,2, you have to watch every drop of liquid and dry it as soon as possible or they will rust
RJQHNWFSK28PG,value,negative,-1.0,2,"nice price, but the set is not that great in quality"
R2IH7U029W3Q4N,quality,negative,-1.0,3, was hoping for better quality than that
R97XM49QB5KT7,appearance,negative,-1.0,2," as far as the set itself, it’s definitely a space saver and slick looking"
RIOXSRN8GAU6V,sharpness,neutral,0.0,3,very sharp so be careful
RIOXSRN8GAU6V,rust,neutral,0.0,3, water stain are annoying
RIOXSRN8GAU6V,value,neutral,0.0,3, ok value
R2X6WZJOIY5S0K,appearance,positive,1.0,4,nothing fancy but looks kind of cool
R25R9FG9IUOXC1,sharpness,negative,-1.0,3,easy to sharpen when necessary
R3KZND8DKKI1KX,rust,negative,-1.0,1,i gave this item 1 star because the 1st time i put them in the dishwasher they showed signs of rust 
R23FULLMC5CUVW,sharpness,positive,1.0,5,"i can't believe how sharp these knives are, and the price was amazing! i had wash them and haven't h"
R23FULLMC5CUVW,value,positive,1.0,5,"i can't believe how sharp these knives are, and the price was amazing! i had wash them and haven't h"
R25PXXHOVEBF6S,handle,negative,-1.0,1,the knifes are terrible even i wash them with hand they became like this
R25PXXHOVEBF6S,rust,negative,-1.0,1, dont buy this! its not carbon or stainless steel
R1YCUTQ4RZACRR,sharpness,positive,1.0,5," super very sharp (i almost chopped one of my fingers 😭, but nothing worse happened, my finger survi"
R1YCUTQ4RZACRR,durability,positive,1.0,5, it looks very durable and i like how smooth it cuts things
R1YCUTQ4RZACRR,appearance,positive,1.0,5, it looks very durable and i like how smooth it cuts things
RDAAFMWMVMUOM,sharpness,negative,-1.0,2, i try to push the blade back into the handle but it does
RDAAFMWMVMUOM,quality,negative,-1.0,2," although the knives look nice, the quality of the larger knives are not good"
RDAAFMWMVMUOM,handle,negative,-1.0,2, i’ve never dish washed them and yet the larger knives are starting to wiggle within the handle and 
RDAAFMWMVMUOM,appearance,negative,-1.0,2," although the knives look nice, the quality of the larger knives are not good"
R3Q1WOUQYKUKHF,quality,positive,1.0,5," also, good quality and easy to use"
R3Q1WOUQYKUKHF,balance,positive,1.0,5,great knives! they come in a variety of sizes and are lightweight
R8P32MQUVHAEB,sharpness,neutral,0.0,3,"when they came, they were pretty dull"
R8P32MQUVHAEB,appearance,neutral,0.0,3,"when they came, they were pretty dull"
R1X0US915D744V,rust,negative,-1.0,1,this is the amount of rust coming out this knife for only let it sit for couple of hours in dishwash
R1X0US915D744V,appearance,negative,-1.0,1, all the components looks exactly the same to this piece of crap
RCLXLJQ20AQC4,sharpness,negative,-1.0,3,this set has great appeal and is extremely sharp but i have noticed that on some of the knives there
RCLXLJQ20AQC4,rust,negative,-1.0,3,this set has great appeal and is extremely sharp but i have noticed that on some of the knives there
R1XFFIEA23PNZ8,sharpness,positive,1.0,5,"bought a full set years ago, added these recently, they are sharp when maintain sharpening from time"
R1XFFIEA23PNZ8,value,positive,1.0,5, i’ve had more expensive knives but these are just as sharp
RQJJ2Z5ZF96CG,sharpness,positive,1.0,4,"i love these knives! make sure you take care of them as you would any stainless steel set, but they "
RQJJ2Z5ZF96CG,rust,positive,1.0,4,"i love these knives! make sure you take care of them as you would any stainless steel set, but they "
R270LI4J2MTNZK,handle,negative,-1.0,2,"why did you pick this product vs others?:it's ok, but the handles are loose a'd keep coming off"
R3GBNH8QOH0MAT,rust,negative,-1.0,1,got these off my gift list for my new home and not even 3 months of use and they're disgusting and r
R3PW67GQFI6GP2,sharpness,negative,-1.0,1,"i had another set of these knoves never had a problem loved them, ordered another in stainless color"
R3PW67GQFI6GP2,rust,negative,-1.0,1,"i had another set of these knoves never had a problem loved them, ordered another in stainless color"
R3PW67GQFI6GP2,value,negative,-1.0,1, very bad that they didn't sand the top edges of these knoves because for the price they are sharp a
RXDFBDDP4WB6A,appearance,positive,1.0,5, it looks exactly like the photos!
R16IQALGW654CE,quality,positive,1.0,5,great value and excellent quality!
R16IQALGW654CE,value,positive,1.0,5,great value and excellent quality!
R3MAH1C6PDSZSZ,sharpness,positive,1.0,5,i love these!!! very sharp n very nice!!!
R3SI3P09JKO2TO,sharpness,negative,-1.0,3, overall i like the holder and sharpener
R3SI3P09JKO2TO,handle,negative,-1.0,3, overall i like the holder and sharpener
R3SI3P09JKO2TO,rust,negative,-1.0,3,these are overall solid knives and were great for awhile but since have rusted and it’s really hard 
R2NTIPXVPJFVJQ,handle,negative,-1.0,1,"i purchased these for my first home in january of this year, i didn’t move into my home until mid fe"
R2NTIPXVPJFVJQ,rust,negative,-1.0,1,"i purchased these for my first home in january of this year, i didn’t move into my home until mid fe"
R2RPS8XNOYP7N3,sharpness,positive,1.0,5, i love the color and sharpness
R2RPS8XNOYP7N3,quality,positive,1.0,5,i wanted a good quality set that wouldn't cost a ton of money
R2RPS8XNOYP7N3,value,positive,1.0,5,i wanted a good quality set that wouldn't cost a ton of money
R21129GHOB3VVN,sharpness,negative,-1.0,1," one of the knives in the video, the blade actually came out of the handle"
R21129GHOB3VVN,handle,negative,-1.0,1," one of the knives in the video, the blade actually came out of the handle"
R21129GHOB3VVN,rust,negative,-1.0,1," after just a few washings, every piece was damaged with rust"
R1WO9C91LHV0M,quality,negative,-1.0,3,"get the job done but you can tell they are cheaply made, handles are awful"
R1WO9C91LHV0M,handle,negative,-1.0,3,"get the job done but you can tell they are cheaply made, handles are awful"
R1WO9C91LHV0M,value,negative,-1.0,3,"get the job done but you can tell they are cheaply made, handles are awful"
R60TN46C6CIGC,durability,negative,-1.0,3,"upon arrival, one of the knives looked like the plastic broke or was cut, otherwise they cut good"
R60TN46C6CIGC,appearance,negative,-1.0,3,"upon arrival, one of the knives looked like the plastic broke or was cut, otherwise they cut good"
R361E99IP85JPI,rust,negative,-1.0,1, haven’t even had it for two whole months and it’s already rusting
R361E99IP85JPI,value,negative,-1.0,1," to the seller, thanks for wasting my time and money"
R2DFZVR9W11VZT,sharpness,negative,-1.0,2,"have them for a year now , absolutely hate them they get dull super fast! they scratch easily"
R1IJ2MPLKAB9GZ,value,positive,1.0,5," the knives cut so good, worth every penny"
R1G5YTHI8PL3GI,quality,negative,-1.0,1,the knives have a warning on each knife that the product should be dried by hand immediately after w
R1G5YTHI8PL3GI,handle,negative,-1.0,1,the knives have a warning on each knife that the product should be dried by hand immediately after w
R1G5YTHI8PL3GI,rust,negative,-1.0,1,the knives have a warning on each knife that the product should be dried by hand immediately after w
R2ZIXRRD31O9WS,handle,positive,1.0,5, we’ve had these at least 6+ months now and they’re holding up great
R2ZIXRRD31O9WS,rust,positive,1.0,5," the whole knife body is stainless steel, making it easier for them to be tossed in the dishwasher i"
R2ZIXRRD31O9WS,appearance,positive,1.0,5, it’s a good looking knife block
RALSWDXFBZAOZ,quality,negative,-1.0,1, i reached out to amazon who told me to reach out to the main manufacturer and the company that made
RALSWDXFBZAOZ,rust,negative,-1.0,1, they are rusting
RALSWDXFBZAOZ,value,negative,-1.0,1," i don’t think you should either save your money by different knives, also, it’s not just one"
R3PW3OA4T96RGY,quality,positive,1.0,4,nice quality for the price
R3PW3OA4T96RGY,value,positive,1.0,4,nice quality for the price
R2C71PPCNHCEA0,handle,negative,-1.0,1,the block which holds the knives literally fell apart just now - we purchased it only 3 months ago
R3HQ39J5R0AQNT,sharpness,negative,-1.0,5,the blades all are very sharp and cut really good
R3HQ39J5R0AQNT,appearance,negative,-1.0,5,gives a look of elegance and sophistication
RHTL15VEK30PY,sharpness,positive,1.0,5,great set of knives sharp right out of the box great quality
RHTL15VEK30PY,quality,positive,1.0,5,great set of knives sharp right out of the box great quality
R5S4152MHGH17,sharpness,positive,1.0,5,a very nice sharp knife
R5S4152MHGH17,value,positive,1.0,5, probably overpriced but it was a christmas gift
RIFIFAZ0SI0UC,sharpness,positive,1.0,5,love this knife! it's super sharp and is a good weight to it
RIFIFAZ0SI0UC,durability,positive,1.0,5, feels sturdy in your hand and makes it easy to cut and prep
RIFIFAZ0SI0UC,handle,positive,1.0,5, feels sturdy in your hand and makes it easy to cut and prep
RIFIFAZ0SI0UC,balance,positive,1.0,5,love this knife! it's super sharp and is a good weight to it
RPFE7V1ADUYGZ,quality,positive,1.0,5,great quality
RWVF6SYOY50U9,sharpness,positive,1.0,4, they look sharp and they were all packaged well
RWVF6SYOY50U9,durability,positive,1.0,4, i needed a new set since some of my knifes i have are broken
RWVF6SYOY50U9,appearance,positive,1.0,4, they look sharp and they were all packaged well
R3VT0M6E2C8HTY,sharpness,positive,1.0,5," its sharp, cuts amazing and makes cooking dinner fun"
RQEAOYL9UG7O6,durability,negative,-1.0,1,santoku knife handle broke
RQEAOYL9UG7O6,handle,negative,-1.0,1,santoku knife handle broke
R2TR23REMU4RPW,handle,positive,1.0,5, knives have a nice handle and grip
R2TR23REMU4RPW,appearance,positive,1.0,5,beautiful set only wished there was scissor included
R1TW0KWWNJYGOJ,handle,negative,-1.0,2, very light weight not sure how long they will hold up 
R1TW0KWWNJYGOJ,balance,negative,-1.0,2, very light weight not sure how long they will hold up 
R1TW0KWWNJYGOJ,value,negative,-1.0,2, price is decent but regret that i didn’t spend more and buy a heavier set 
R1UZO3WCLAXJHZ,sharpness,positive,1.0,5, the blades were thin but very sharp
R1UZO3WCLAXJHZ,handle,positive,1.0,5," the feature that drew me to the knives was the wooden handles, look good and feel good in your hand"
R1UZO3WCLAXJHZ,value,positive,1.0,5,"i couldn’t resist buying these knives, they were so cheap"
R1UZO3WCLAXJHZ,appearance,positive,1.0,5," the feature that drew me to the knives was the wooden handles, look good and feel good in your hand"
R3UE8V5KJ0E7NU,sharpness,negative,-1.0,5,"very sharp, packaged well and good quality"
R3UE8V5KJ0E7NU,quality,negative,-1.0,5,"very sharp, packaged well and good quality"
R3UE8V5KJ0E7NU,value,negative,-1.0,5,these are a steal for the price 
RG9JZMMLHLWVF,sharpness,positive,1.0,5,"each knife is razor-sharp right out of the box and slices through meats, veggies, and bread effortle"
RG9JZMMLHLWVF,quality,positive,1.0,5,"i am beyond impressed with this knife set! from the moment i opened the box, i could tell this was a"
RG9JZMMLHLWVF,durability,positive,1.0,5,"if you're looking for a dependable, stylish, and professional-quality knife set without breaking the"
RG9JZMMLHLWVF,handle,positive,1.0,5," i especially love the chef’s knife — it’s perfectly balanced and feels great in the hand, making pr"
RG9JZMMLHLWVF,balance,positive,1.0,5," i especially love the chef’s knife — it’s perfectly balanced and feels great in the hand, making pr"
RG9JZMMLHLWVF,appearance,positive,1.0,5," the knives are beautifully crafted with a sleek, modern design that looks great on my kitchen count"
R2F2OSZLKFB06D,sharpness,positive,1.0,5, i also love the built-in sharpener in the block
R2F2OSZLKFB06D,quality,positive,1.0,5," right out of the box, the quality is obvious"
R2F2OSZLKFB06D,handle,positive,1.0,5,the knives are well-balanced and feel solid in the hand
R2F2OSZLKFB06D,rust,positive,1.0,5," the stainless steel knives look sleek and modern, and the wooden block adds a warm, professional to"
R2F2OSZLKFB06D,balance,positive,1.0,5,the knives are well-balanced and feel solid in the hand
R2F2OSZLKFB06D,value,positive,1.0,5," still, for the price and functionality, i’d recommend them if you’re looking for a solid, attractiv"
R2F2OSZLKFB06D,appearance,positive,1.0,5," the stainless steel knives look sleek and modern, and the wooden block adds a warm, professional to"
R31R0YVML5DKNY,sharpness,positive,1.0,5, very sharp & stays sharp
R31R0YVML5DKNY,handle,positive,1.0,5, comfortable handke
R31R0YVML5DKNY,value,positive,1.0,5,definitely worth the $
R6STFR3U9ITC5,sharpness,positive,1.0,5," it’s perfect for chopping anything like salads, vegetables, slicing bacon, skinning chicken… just e"
R6STFR3U9ITC5,value,positive,1.0,5," it’s perfect for chopping anything like salads, vegetables, slicing bacon, skinning chicken… just e"
R2BDMKQMU9DXWO,sharpness,negative,-1.0,1,"heavy, unbalanced, and dull"
R2BDMKQMU9DXWO,balance,negative,-1.0,1,"heavy, unbalanced, and dull"
R2FQWKTAOATE51,sharpness,negative,-1.0,3,dulls quickly
RJ1QCHQ5MC2V9,sharpness,positive,1.0,5, but very sharp
RJ1QCHQ5MC2V9,balance,positive,1.0,5,"i like these alot, they are lightweight"
RTPMPZEOHP3ML,sharpness,positive,1.0,5, they are extremely sharp and cut like no other knife set we've had in the past
RKY45VAIVWBS,sharpness,positive,1.0,5," super, super sharp!"
RKY45VAIVWBS,handle,positive,1.0,5,this is a handsome knife
R2XYJWNSPDEQ7G,sharpness,positive,1.0,5, now cutting sweet potatoes (and everything else) is smooth and easy
RPI0JNEUBMUP0,sharpness,positive,1.0,5, he says it’s sharp and of great quality
RPI0JNEUBMUP0,quality,positive,1.0,5, he says it’s sharp and of great quality
R20IT9Q3VTXSZS,quality,positive,1.0,5,you will not be disappointed in the quality on these knives
R20IT9Q3VTXSZS,handle,positive,1.0,5, they are made really well and sit nicely in your hand
R20IT9Q3VTXSZS,appearance,positive,1.0,5, the knife block is absolutely beautiful as well
R1PQS7LJVFMDWG,quality,positive,1.0,5," he cannot stop telling me about the quality of the set and how thankful he is about the brand,"
RCK3CVOU5LV3C,handle,negative,-1.0,1,no matter which knife i use from this thing after i leave it to dry once i pick it up water pulls ar
RATJPEZXAH43K,handle,negative,-1.0,1, within 6 months water started getting inside the handle
RATJPEZXAH43K,rust,negative,-1.0,1, started rusting inside
RATJPEZXAH43K,appearance,negative,-1.0,1,nice looking
R3EBYBARV9QISZ,durability,negative,-1.0,4,the knife set is good but the knife block is chipped on the front and on the side
R11VV3U0RNWN3U,quality,positive,1.0,5,love it great quality
R1MH2HOLREOYX0,handle,negative,-1.0,3,the handle traps water
R3QHC3ZIVO15BI,sharpness,positive,1.0,5, they have never been sharpened and are only slightly less sharp than when we first purchased them
R3QHC3ZIVO15BI,quality,positive,1.0,5,they felt great in hand and actually made cooking more enjoyable because they performed so well
R3QHC3ZIVO15BI,durability,positive,1.0,5," while there has been definite wearing of the coating within the last year or two, the handles still"
R3QHC3ZIVO15BI,handle,positive,1.0,5,they felt great in hand and actually made cooking more enjoyable because they performed so well
R3QHC3ZIVO15BI,rust,positive,1.0,5, everything is tight and there is zero rust (even after sitting in the dishwasher or water for long 
R3QHC3ZIVO15BI,balance,positive,1.0,5, they’ve been dropped; left soaking in liquids for long periods of time; thrown around in the sink; 
R3QHC3ZIVO15BI,value,positive,1.0,5, these have outperformed more expensive knives i’ve owned by a mile!i’ve purchased multiple sets as 
R3QHC3ZIVO15BI,appearance,positive,1.0,5, i liked them so much that i looked them up and ordered a set for myself as soon as i came home
REC05H8DATLSS,sharpness,positive,1.0,5, i love that they have blade guards
R3JWQ1DM5UCU9F,appearance,positive,1.0,5,easy to use and pretty colors
R2FWBC5YK0HM7Z,sharpness,positive,1.0,5, sharp
R2FWBC5YK0HM7Z,quality,positive,1.0,5,fresh color and great quality for the price
R2FWBC5YK0HM7Z,value,positive,1.0,5,fresh color and great quality for the price
R4XXQHENBASRB,sharpness,negative,-1.0,4, the sharp knives were going out with the rotisserie chicken until i caught on
R4XXQHENBASRB,value,negative,-1.0,4," this was a inexpensive, quick and sharp alternative"
R299XOHYS7UDLJ,sharpness,negative,-1.0,2,this knife is the very beginning of a nightmare in my kitchen! it’s difficult to even cut a potato w
R299XOHYS7UDLJ,quality,negative,-1.0,2, the quality of this product is completely unsuitable for the price i paid for it
R299XOHYS7UDLJ,durability,negative,-1.0,2, i strongly advise everyone not to buy it!
R299XOHYS7UDLJ,handle,negative,-1.0,2, the handle feels flimsy in the hand; it’s absolutely not user-friendly
R299XOHYS7UDLJ,value,negative,-1.0,2, the quality of this product is completely unsuitable for the price i paid for it
RQ98MLHDMRBKK,sharpness,positive,1.0,5,"excellent in every way! the color coded knives with each in a matching sheath, the sharpness, the va"
RQ98MLHDMRBKK,quality,positive,1.0,5,"excellent in every way! the color coded knives with each in a matching sheath, the sharpness, the va"
R374V7530KQD0R,sharpness,positive,1.0,5, easy to use love the blade protection
R3OY6MR2C5DXN,sharpness,negative,-1.0,5,cutting the sweet potatoes that all i needed👌👌
R12I639J4PBQ9R,handle,positive,1.0,5,"great knife, love the handle"
R2BO1RLRU4Z59N,value,positive,1.0,4,"good knife, good value!"
R3DNYDI729552M,sharpness,positive,1.0,5,razor sharp and beautiful
R3DNYDI729552M,appearance,positive,1.0,5,razor sharp and beautiful
R3CL0M2DMQDP0S,sharpness,negative,-1.0,5," the colour is perfect, the blade thickness is perfect, and i it's a great value for the price"
R3CL0M2DMQDP0S,rust,negative,-1.0,5, absolutely no rust residue
R3CL0M2DMQDP0S,value,negative,-1.0,5," the colour is perfect, the blade thickness is perfect, and i it's a great value for the price"
RB0A4D3X2DOOC,durability,negative,-1.0,3,package came broken
R1E91NBTA64ABW,quality,positive,1.0,5," i color and quality seems really nice, especially for the price point"
R1E91NBTA64ABW,value,positive,1.0,5," i color and quality seems really nice, especially for the price point"
R10JCHTQK1B6O9,durability,negative,-1.0,1,"the knives are in good condition, but the knife holder is broken and rusty"
R10JCHTQK1B6O9,handle,negative,-1.0,1,"the knives are in good condition, but the knife holder is broken and rusty"
R10JCHTQK1B6O9,rust,negative,-1.0,1,"the knives are in good condition, but the knife holder is broken and rusty"
R2H9KMJLHPQOPG,sharpness,negative,-1.0,3, this makes them useless for most cutting
R26W4AKAVS9EN8,handle,negative,-1.0,4, it has a holder for it but it's not working
R18GFW8VXN4ATN,sharpness,positive,1.0,5," great handle, weight and very sharp right out of the box"
R18GFW8VXN4ATN,handle,positive,1.0,5," great handle, weight and very sharp right out of the box"
R18GFW8VXN4ATN,balance,positive,1.0,5," great handle, weight and very sharp right out of the box"
R18GFW8VXN4ATN,value,positive,1.0,5,excellent set for the money
RG6NW8CMKJSA7,value,positive,1.0,5, i feel like these are good value compared to other sets
RG6NW8CMKJSA7,appearance,positive,1.0,5, they were pretty easy to clean with scrub daddy n dried with towel
R3SYLV5BM1XNJM,sharpness,negative,-1.0,1,this knife set is a joke!! the mccook logo on the front was upside down! all the knife blades are sh
R3SYLV5BM1XNJM,appearance,negative,-1.0,1,this knife set is a joke!! the mccook logo on the front was upside down! all the knife blades are sh
R2U7TGEMOQ2Z4P,quality,positive,1.0,5,very well made a nice set and good looking
R2U7TGEMOQ2Z4P,appearance,positive,1.0,5,very well made a nice set and good looking
R13QG2XCN798FK,sharpness,negative,-1.0,2,not sharp at all!!!!! took it out of box tried cutting a tomato (fail)my butter knife does a better 
R1N6EB5MUBXQ3K,rust,negative,-1.0,3,they will rust haven’t had them a month
RDYI2SKHU9LXM,sharpness,negative,-1.0,1,the knives are dull a butter knife is sharper than these knives they're worthless
RDYI2SKHU9LXM,value,negative,-1.0,1,the knives are dull a butter knife is sharper than these knives they're worthless
R38PBYHUJ9U958,handle,negative,-1.0,2,incredible knife but it starting to rust after 1 use!!! i even hand washed and dried right away
R38PBYHUJ9U958,rust,negative,-1.0,2,incredible knife but it starting to rust after 1 use!!! i even hand washed and dried right away
R31SI32RXO8D4V,value,positive,1.0,5, such a good price and item
RZ9JIBV5ZBAPQ,sharpness,positive,1.0,5,"great knife, i like it, works great, nice and sharp"
R3U4Q97ZHDOO07,sharpness,positive,1.0,5,beautiful!!! nice blade!
R3U4Q97ZHDOO07,appearance,positive,1.0,5,beautiful!!! nice blade!
R3PYLRIO3EUV2N,sharpness,negative,-1.0,1," after only a couple uses, i noticed the edges of the blade starting to rust"
R3PYLRIO3EUV2N,quality,negative,-1.0,1," i really like the construction and durability of this knife, but if they're going to rust so quickl"
R3PYLRIO3EUV2N,handle,negative,-1.0,1," however, when i do, i typically hand wash, clean, and dry it shortly after"
R3PYLRIO3EUV2N,rust,negative,-1.0,1," after only a couple uses, i noticed the edges of the blade starting to rust"
R2ENJIHR05WQZL,sharpness,positive,1.0,5, very sharp and has a good balance
R2ENJIHR05WQZL,balance,positive,1.0,5, very sharp and has a good balance
R1O5TKIP3VH7D3,sharpness,positive,1.0,5,very sharp knife keeps its edge well
R1E5S9RI4E92OF,sharpness,positive,1.0,5,great cutting knives!
R3F6SGIJR4UVO0,sharpness,negative,-1.0,2,"sharp and cheap, looks good on counter but not wonderful quality"
R3F6SGIJR4UVO0,quality,negative,-1.0,2,"sharp and cheap, looks good on counter but not wonderful quality"
R3F6SGIJR4UVO0,value,negative,-1.0,2,"sharp and cheap, looks good on counter but not wonderful quality"
R3F6SGIJR4UVO0,appearance,negative,-1.0,2,"sharp and cheap, looks good on counter but not wonderful quality"
R10IG0P6XRG9TO,sharpness,negative,-1.0,1,no stars!!! every knife that came in this set is dull as hell! i almost chopped my dang hand off try
R10IG0P6XRG9TO,handle,negative,-1.0,1,no stars!!! every knife that came in this set is dull as hell! i almost chopped my dang hand off try
R29HA7DEK05ZV8,sharpness,positive,1.0,5, they're heavier and feel more durable than i was expecting and are really sharp
R29HA7DEK05ZV8,durability,positive,1.0,5, they're heavier and feel more durable than i was expecting and are really sharp
R1VLZOKKO9PWXY,sharpness,positive,1.0,5," very sharp, cut my finger already just wiping a new blade"
R1LWZ5NY8A55P3,appearance,negative,-1.0,1,came damaged and looked like dirt on the knives
R1GKSQ3WB0IIC7,sharpness,positive,1.0,5,"sturdy block, knives are sharp"
R1GKSQ3WB0IIC7,durability,positive,1.0,5,"sturdy block, knives are sharp"
RB2AUPEZAJ6ZK,sharpness,negative,-1.0,2,not very sharp knife set!
R14NRN33GTX1J5,quality,negative,-1.0,2,poor quality metal
R14NRN33GTX1J5,rust,negative,-1.0,2, spots of oxidation
RLHHI75NXWM4Q,rust,negative,-1.0,1,stainless steel but they rust? do not buy these
R39UAHJ9FR6ZS1,rust,positive,1.0,5,perfect for any kitchen cuts through any type of food they are rust resistant and perfect storage fo
R2C7M2OFNFOCC7,appearance,positive,1.0,5,beautiful set of knives and they add color to my kitchen
RGI8YG72DX65V,handle,positive,1.0,5, the handles aremy favorite color so i had to buy it
RJPUBF46QMHAP,sharpness,negative,-1.0,1,"pretty, but all of them are as dull as butter knives!! 😭"
RJPUBF46QMHAP,appearance,negative,-1.0,1,"pretty, but all of them are as dull as butter knives!! 😭"
R2ZSPZTB5HE454,quality,positive,1.0,5,"great quality, love it"
R18QG329P364DU,value,positive,1.0,5,inexpensive kitchen utility knives
R36QPJ1QBQFMF4,sharpness,positive,1.0,5, very sharp and easy to use
R1V6F54HO3O3CN,sharpness,positive,1.0,5,love these! they are just the right size for cutting everything from vegetables and meat to sandwich
R3RE4P7OO9MDJG,sharpness,positive,1.0,5, they’re very sharp and work well
R1RVVTH2BFXBN2,sharpness,positive,1.0,5,super sharp great set for the price
R1RVVTH2BFXBN2,value,positive,1.0,5,super sharp great set for the price
ROBK0BUR27HP0,sharpness,positive,1.0,5,sturdy sharp good price for quality
ROBK0BUR27HP0,quality,positive,1.0,5,sturdy sharp good price for quality
ROBK0BUR27HP0,durability,positive,1.0,5,sturdy sharp good price for quality
ROBK0BUR27HP0,value,positive,1.0,5,sturdy sharp good price for quality
R13WLW26OW1OJA,sharpness,negative,-1.0,3,i actually liked the knife set! only had it a few weeks though and all the knives are sharp
R13WLW26OW1OJA,rust,negative,-1.0,3, so we will see if they rust (don’t place in dishwasher)! but customer service for this company leav
R1HVI2A54E0P6F,appearance,positive,1.0,5,great looking set
R3L04H66ZUKKOX,sharpness,positive,1.0,5,"beautiful knife, ultra sharp, feels good in the hand"
R3L04H66ZUKKOX,durability,positive,1.0,5, hand wash and dry immediately and it should last forever
R3L04H66ZUKKOX,handle,positive,1.0,5,"beautiful knife, ultra sharp, feels good in the hand"
R3L04H66ZUKKOX,appearance,positive,1.0,5,"beautiful knife, ultra sharp, feels good in the hand"
R3K3XS4I7Y0CY0,rust,negative,-1.0,1,knifes were rusted 
R3K3XS4I7Y0CY0,appearance,negative,-1.0,1, they are beautiful but they are rusted 
R2YIHA5GXUNX7J,sharpness,positive,1.0,5, but be careful if you aren't used to sharp knives
R2YIHA5GXUNX7J,quality,positive,1.0,5,great quality - love them
R2U5N521AQC9X8,sharpness,positive,1.0,5, love the blade protection
R2U5N521AQC9X8,value,positive,1.0,5,great price
R1W7FWB9G4NQMM,sharpness,positive,1.0,4, i purchased due to the damascus aspect hoping they'll hold their edge a bit longer than normal
R1W7FWB9G4NQMM,handle,positive,1.0,4, i purchased due to the damascus aspect hoping they'll hold their edge a bit longer than normal
R1W7FWB9G4NQMM,appearance,positive,1.0,4," look great, very sharp and with any luck, she won't turn them into jagged trash"
R1ES6CYYDPTAT,sharpness,positive,1.0,5, but they have a great edge and the handles really fit the hand well
R1ES6CYYDPTAT,handle,positive,1.0,5, but they have a great edge and the handles really fit the hand well
R1ES6CYYDPTAT,appearance,positive,1.0,5,beautiful knive set
R2CB28080HXLEC,value,negative,-1.0,5,great for price and not so boxed later takes up less space and much easier to clean around
R364BXMTWGY5OR,sharpness,negative,-1.0,2, looking forward to replacing with something sharper and fade-free
R364BXMTWGY5OR,handle,negative,-1.0,2," also, the center of the holder gets dirty and takes some maneuvering to clean"
R364BXMTWGY5OR,appearance,negative,-1.0,2,"they looked cool in the beginning, but i should have known that the artistic design would wear off w"
RR3XK34HKMKMJ,sharpness,negative,-1.0,2, knifes are dull or dull quickly after a few uses
RR3XK34HKMKMJ,quality,negative,-1.0,2,poorly made plastic handles with laminate finish that wears out with little use
RR3XK34HKMKMJ,durability,negative,-1.0,2,poorly made plastic handles with laminate finish that wears out with little use
RR3XK34HKMKMJ,handle,negative,-1.0,2,poorly made plastic handles with laminate finish that wears out with little use
RR3XK34HKMKMJ,appearance,negative,-1.0,2, looks good but holder is hard to find the right place each knife should be in
RMO3J9NSDBPUY,sharpness,positive,1.0,5,very awesome and sharp
RB4XLP94X88CZ,rust,positive,1.0,5, it is aging well and is not rusting like other knife sets i have owned in the past
R9B36UOXDOYC5,sharpness,positive,1.0,5,love these ones! they are super sharp too so be careful
R237UIA9I1B93P,value,negative,-1.0,1, do not waste your money
